Jorma_Huhtala	1	1
Jorma_Huhtala	1	1
Jorma_Huhtala	1	1
Hamzah_Haz	1	John_Anderson	1
Heather_Chinnock	1	Pak_Gil_Yon	1
Heather_Chinnock	1	Pak_Gil_Yon	1
Heather_Chinnock	1	Pak_Gil_Yon	1
Fabian_Vargas	1	Denys_Arcand	1
Fabian_Vargas	1	Denys_Arcand	1
Fabian_Vargas	1	Denys_Arcand	1
Amy_Pascal	1	Dan_Bartlett	1
Amy_Pascal	1	Dan_Bartlett	1
Amy_Pascal	1	Dan_Bartlett	1
Kyra_Sedgwick	1	Carlo_Azeglio_Ciampi	1
Kyra_Sedgwick	1	Carlo_Azeglio_Ciampi	1
Kyra_Sedgwick	1	Carlo_Azeglio_Ciampi	1
Ralf_Schumacher	6	Janica_Kostelic	2
Ralf_Schumacher	4	Janica_Kostelic	2
Ralf_Schumacher	3	Janica_Kostelic	2
Joe_Mantello	1	Marc_Racicot	1
Joe_Mantello	1	Marc_Racicot	1
Joe_Mantello	2	Marc_Racicot	1
Jen_Schefft	1	Emily_Robison	2
Jen_Schefft	1	Emily_Robison	1
Jen_Schefft	1	Emily_Robison	1
Goh_Kun	2	Robert_Altman	1
Goh_Kun	2	Robert_Altman	1
Goh_Kun	1	Robert_Altman	1
Martin_Howard	1	William_Hyde	1
Martin_Howard	1	William_Hyde	1
Martin_Howard	1	William_Hyde	1
Hwang_Doo-yun	1	Richard_Paul_Evans	1
Hwang_Doo-yun	1	Richard_Paul_Evans	1
Hwang_Doo-yun	1	Richard_Paul_Evans	1
Horace_Donovan_Reid	1	Pervez_Musharraf	3
Horace_Donovan_Reid	1	Pervez_Musharraf	17
Horace_Donovan_Reid	1	Pervez_Musharraf	10
Muammar_Gaddafi	2	Jennifer_Reilly	2
Muammar_Gaddafi	1	Jennifer_Reilly	2
Muammar_Gaddafi	1	Jennifer_Reilly	2
Sahim_Alwan	1	Gordana_Grubin	1
Sahim_Alwan	1	Gordana_Grubin	1
Sahim_Alwan	1	Gordana_Grubin	1
Princess_Caroline	3	Angie_Arzola	1
Princess_Caroline	3	Angie_Arzola	1
Princess_Caroline	1	Angie_Arzola	1
Emilio_Azcarraga_Jean	1	Ricardo_Lagos	6
Emilio_Azcarraga_Jean	1	Ricardo_Lagos	9
Emilio_Azcarraga_Jean	1	Ricardo_Lagos	3
George_Murphy	1	Roger_Staubach	1
George_Murphy	1	Roger_Staubach	1
George_Murphy	1	Roger_Staubach	1
Thomas_Wyman	1	Michael_Caine	1
Thomas_Wyman	1	Michael_Caine	1
Thomas_Wyman	1	Michael_Caine	4
Jose_Serra	7	Steve_Valentine	1
Jose_Serra	8	Steve_Valentine	1
Jose_Serra	6	Steve_Valentine	1
Philip_Zalewski	1	Pat_Riley	1
Philip_Zalewski	1	Pat_Riley	1
Philip_Zalewski	1	Pat_Riley	1
Edward_James_Olmos	1	John_Petty	1
Edward_James_Olmos	2	John_Petty	1
Edward_James_Olmos	2	John_Petty	1
Karen_Lynn_Gorney	1	Jerry_Angelo	1
Karen_Lynn_Gorney	1	Jerry_Angelo	1
Karen_Lynn_Gorney	1	Jerry_Angelo	1
Patrick_Dennehy	1	Daniel_Day-Lewis	3
Patrick_Dennehy	1	Daniel_Day-Lewis	1
Patrick_Dennehy	1	Daniel_Day-Lewis	3
Luis_Gonzalez	1	Zeljko_Rebraca	1
Luis_Gonzalez	1	Zeljko_Rebraca	1
Luis_Gonzalez	1	Zeljko_Rebraca	1
Steve_McManaman	1	Nasser_al-Kidwa	2
Steve_McManaman	1	Nasser_al-Kidwa	1
Steve_McManaman	1	Nasser_al-Kidwa	2
Mark_Mulder	1	Buddy_Ryan	1
Mark_Mulder	1	Buddy_Ryan	1
Mark_Mulder	1	Buddy_Ryan	1
Ronde_Barber	1	Astrid_Betancourt	1
Ronde_Barber	1	Astrid_Betancourt	1
Ronde_Barber	1	Astrid_Betancourt	1
Gretchen_Mol	1	Jorge_Moreno	1
Gretchen_Mol	1	Jorge_Moreno	1
Gretchen_Mol	1	Jorge_Moreno	1
Pupi_Avati	2	Camryn_Manheim	1
Pupi_Avati	4	Camryn_Manheim	1
Pupi_Avati	1	Camryn_Manheim	1
Barry_Williams	1	John_Robbins	1
Barry_Williams	1	John_Robbins	1
Barry_Williams	1	John_Robbins	1
Garry_Kasparov	1	Justin_Leonard	3
Garry_Kasparov	2	Justin_Leonard	2
Garry_Kasparov	2	Justin_Leonard	2
Vitali_Klitschko	2	Jerry_Pauley	1
Vitali_Klitschko	3	Jerry_Pauley	1
Vitali_Klitschko	2	Jerry_Pauley	1
Habib_Rizieq	2	Rick_Pitino	4
Habib_Rizieq	1	Rick_Pitino	2
Habib_Rizieq	3	Rick_Pitino	3
Horace_Newcomb	1	Pat_Rochester	1
Horace_Newcomb	1	Pat_Rochester	1
Horace_Newcomb	1	Pat_Rochester	1
Phoenix_Chang	1	Kristin_Scott_Thomas	1
Phoenix_Chang	1	Kristin_Scott_Thomas	1
Phoenix_Chang	1	Kristin_Scott_Thomas	1
Dick_Vermeil	2	Stanley_McChrystal	1
Dick_Vermeil	2	Stanley_McChrystal	3
Dick_Vermeil	1	Stanley_McChrystal	1
Guennadi_Chipouline	1	Ricardo_Sanchez	1
Guennadi_Chipouline	1	Ricardo_Sanchez	5
Guennadi_Chipouline	1	Ricardo_Sanchez	6
Tatiana_Kennedy_Schlossberg	1	Anneli_Jaatteenmaki	1
Tatiana_Kennedy_Schlossberg	1	Anneli_Jaatteenmaki	2
Tatiana_Kennedy_Schlossberg	1	Anneli_Jaatteenmaki	1
Carla_Sullivan	1	John_Wright	1
Carla_Sullivan	1	John_Wright	1
Carla_Sullivan	1	John_Wright	1
Raja_Zafar-ul-Haq	1	Jack_Nicholson	2
Raja_Zafar-ul-Haq	1	Jack_Nicholson	2
Raja_Zafar-ul-Haq	1	Jack_Nicholson	2
Bill_Elliott	1	Courtney_Cox	1
Bill_Elliott	1	Courtney_Cox	1
Bill_Elliott	1	Courtney_Cox	1
Elizabeth_Taylor	2	Joe_Plumeri	1
Elizabeth_Taylor	1	Joe_Plumeri	1
Elizabeth_Taylor	2	Joe_Plumeri	1
Tristan_Gretzky	1	David_Braley	1
Tristan_Gretzky	1	David_Braley	1
Tristan_Gretzky	1	David_Braley	1
Alejandro_Gonzalez_Inarritu	1	Jacob_Frenkel	1
Alejandro_Gonzalez_Inarritu	1	Jacob_Frenkel	1
Alejandro_Gonzalez_Inarritu	1	Jacob_Frenkel	1
Brian_StPierre	1	Ben_Betts	1
Brian_StPierre	1	Ben_Betts	1
Brian_StPierre	1	Ben_Betts	1
Rod_Bryden	1	Kevin_Sorbo	1
Rod_Bryden	1	Kevin_Sorbo	1
Rod_Bryden	1	Kevin_Sorbo	1
Ted_Maher	1	Alan_Dershowitz	1
Ted_Maher	1	Alan_Dershowitz	1
Ted_Maher	2	Alan_Dershowitz	1
Enrique_Bolanos	5	Soon_Yi	1
Enrique_Bolanos	3	Soon_Yi	1
Enrique_Bolanos	1	Soon_Yi	1
Marisol_Breton	1	Juan_Valencia_Osorio	1
Marisol_Breton	1	Juan_Valencia_Osorio	1
Marisol_Breton	1	Juan_Valencia_Osorio	1
Roger_Cook	1	Mario_Lemieux	1
Roger_Cook	1	Mario_Lemieux	1
Roger_Cook	1	Mario_Lemieux	1
Rod_Jong-il	1	Dawn_Staley	1
Rod_Jong-il	1	Dawn_Staley	1
Rod_Jong-il	1	Dawn_Staley	1
Tatiana_Panova	1	Lene_Espersen	1
Tatiana_Panova	1	Lene_Espersen	1
Tatiana_Panova	1	Lene_Espersen	1
Marc_Gold	1	Norm_Macdonald	1
Marc_Gold	1	Norm_Macdonald	1
Marc_Gold	1	Norm_Macdonald	1
Jorge_Enrique_Jimenez	1	Anzori_Kikalishvili	1
Jorge_Enrique_Jimenez	1	Anzori_Kikalishvili	1
Jorge_Enrique_Jimenez	1	Anzori_Kikalishvili	1
Leandro_Garcia	1	Guy_Ritchie	1
Leandro_Garcia	1	Guy_Ritchie	2
Leandro_Garcia	1	Guy_Ritchie	1
Martin_McGuinness	5	Bill_Pryor	1
Martin_McGuinness	3	Bill_Pryor	1
Martin_McGuinness	1	Bill_Pryor	1
Andrea_Yates	1	Sada_Jacobson	1
Andrea_Yates	1	Sada_Jacobson	1
Andrea_Yates	1	Sada_Jacobson	1
Dick_Smothers	1	Brandon_Fails	1
Dick_Smothers	1	Brandon_Fails	1
Dick_Smothers	1	Brandon_Fails	1
Gerald_Riley	1	Mark_McClellan	1
Gerald_Riley	1	Mark_McClellan	1
Gerald_Riley	1	Mark_McClellan	1
Gunilla_Backman	1	Corinne_Coman	2
Gunilla_Backman	1	Corinne_Coman	1
Gunilla_Backman	1	Corinne_Coman	2
Cass_Ballenger	1	Javier_Bardem	1
Cass_Ballenger	1	Javier_Bardem	1
Cass_Ballenger	1	Javier_Bardem	1
Michael_J_Fox	1	Lester_Holt	1
Michael_J_Fox	1	Lester_Holt	1
Michael_J_Fox	1	Lester_Holt	1
Wolfgang_Becker	1	Michele_Placido	1
Wolfgang_Becker	1	Michele_Placido	1
Wolfgang_Becker	1	Michele_Placido	1
Giselle_Estefania_Tavarelli	1	Allen_Iverson	2
Giselle_Estefania_Tavarelli	1	Allen_Iverson	2
Giselle_Estefania_Tavarelli	1	Allen_Iverson	2
Ali_Abdullah_Saleh	1	Chris_Tucker	1
Ali_Abdullah_Saleh	1	Chris_Tucker	2
Ali_Abdullah_Saleh	1	Chris_Tucker	1
Paul_Kagame	2	Barry_Ford	1
Paul_Kagame	1	Barry_Ford	1
Paul_Kagame	1	Barry_Ford	1
Elodie_Bouchez	1	Paul_Krueger	1
Elodie_Bouchez	1	Paul_Krueger	1
Elodie_Bouchez	1	Paul_Krueger	1
Zhong_Nanshan	1	Eduardo_Fischer	1
Zhong_Nanshan	1	Eduardo_Fischer	1
Zhong_Nanshan	1	Eduardo_Fischer	1
Lew_Rywin	1	Yoon_Won-Sik	1
Lew_Rywin	1	Yoon_Won-Sik	1
Lew_Rywin	1	Yoon_Won-Sik	1
Lyle_Lovett	1	Erskine_Bowles	1
Lyle_Lovett	1	Erskine_Bowles	1
Lyle_Lovett	1	Erskine_Bowles	1
Leslie_Moonves	2	Joseph_Estrada	2
Leslie_Moonves	2	Joseph_Estrada	1
Leslie_Moonves	1	Joseph_Estrada	1
Jawad_Boulus	1	Amr_Moussa	1
Jawad_Boulus	1	Amr_Moussa	1
Jawad_Boulus	1	Amr_Moussa	1
Allan_Houston	1	Anthony_LaPaglia	2
Allan_Houston	1	Anthony_LaPaglia	1
Allan_Houston	1	Anthony_LaPaglia	2
Sam_Gerald	1	Caroline_Link	1
Sam_Gerald	1	Caroline_Link	1
Sam_Gerald	1	Caroline_Link	1
Adam_Kennedy	1	Carlos_Manuel_Pruneda	3
Adam_Kennedy	1	Carlos_Manuel_Pruneda	1
Adam_Kennedy	1	Carlos_Manuel_Pruneda	1
Pedro_Velasquez	1	Kelly_Clarkson	1
Pedro_Velasquez	1	Kelly_Clarkson	2
Pedro_Velasquez	1	Kelly_Clarkson	3
Anthony_Garotinho	1	Malcolm_Jamal_Warner	1
Anthony_Garotinho	1	Malcolm_Jamal_Warner	1
Anthony_Garotinho	1	Malcolm_Jamal_Warner	1
Jamie_King	1	Joschka_Fischer	8
Jamie_King	1	Joschka_Fischer	14
Jamie_King	1	Joschka_Fischer	15
Robert_Flodquist	1	Janis_Ruth_Coulter	1
Robert_Flodquist	1	Janis_Ruth_Coulter	1
Robert_Flodquist	1	Janis_Ruth_Coulter	1
Scott_Dickson	1	Clara_Harris	4
Scott_Dickson	1	Clara_Harris	3
Scott_Dickson	1	Clara_Harris	5
Denise_Johnson	1	Wendy_Kennedy	1
Denise_Johnson	2	Wendy_Kennedy	1
Denise_Johnson	2	Wendy_Kennedy	1
Edward_Lu	6	Patti_Balgojevich	1
Edward_Lu	2	Patti_Balgojevich	1
Edward_Lu	3	Patti_Balgojevich	1
Casey_Mears	1	Mike_Martz	1
Casey_Mears	1	Mike_Martz	2
Casey_Mears	1	Mike_Martz	6
Jane_Walker_Wood	1	Max_von_Sydow	1
Jane_Walker_Wood	1	Max_von_Sydow	1
Jane_Walker_Wood	1	Max_von_Sydow	1
Bob_Eskridge	1	Jon_Corzine	3
Bob_Eskridge	1	Jon_Corzine	2
Bob_Eskridge	1	Jon_Corzine	3
George_Lopez	4	Nathan_Lane	1
George_Lopez	4	Nathan_Lane	2
George_Lopez	4	Nathan_Lane	2
Kathryn_Morris	1	Inga_Hall	1
Kathryn_Morris	1	Inga_Hall	1
Kathryn_Morris	1	Inga_Hall	1
Pat_Riley	1	Michael_Donovan	1
Pat_Riley	1	Michael_Donovan	1
Pat_Riley	1	Michael_Donovan	1
Rick_Caruso	1	Mickey_Gilley	1
Rick_Caruso	1	Mickey_Gilley	1
Rick_Caruso	1	Mickey_Gilley	1
Ascencion_Barajas	1	Pedro_Mahecha	1
Ascencion_Barajas	1	Pedro_Mahecha	1
Ascencion_Barajas	1	Pedro_Mahecha	1
Wu_Peng	1	Diego_Diego_Lerman	1
Wu_Peng	1	Diego_Diego_Lerman	1
Wu_Peng	1	Diego_Diego_Lerman	1
David_Alpay	1	Conan_OBrien	3
David_Alpay	1	Conan_OBrien	3
David_Alpay	1	Conan_OBrien	1
Roger_Toussaint	1	Tony_Clement	1
Roger_Toussaint	1	Tony_Clement	1
Roger_Toussaint	1	Tony_Clement	1
Don_Siegelman	3	Pascal_Quignard	1
Don_Siegelman	1	Pascal_Quignard	3
Don_Siegelman	3	Pascal_Quignard	1
Todd_Robbins	1	Leticia_Van_de_Putte	1
Todd_Robbins	1	Leticia_Van_de_Putte	1
Todd_Robbins	1	Leticia_Van_de_Putte	1
Thomas_Fargo	3	Prince_Harry	1
Thomas_Fargo	1	Prince_Harry	1
Thomas_Fargo	4	Prince_Harry	2
Ryan_Drese	1	Christopher_Patten	1
Ryan_Drese	1	Christopher_Patten	1
Ryan_Drese	1	Christopher_Patten	1
Gary_Coleman	1	Yossi_Beilin	1
Gary_Coleman	1	Yossi_Beilin	1
Gary_Coleman	1	Yossi_Beilin	2
Leo_Mullin	1	Vinnie_Jones	1
Leo_Mullin	1	Vinnie_Jones	1
Leo_Mullin	1	Vinnie_Jones	1
Gisele_Bundchen	1	Peter_Ahearn	1
Gisele_Bundchen	1	Peter_Ahearn	1
Gisele_Bundchen	2	Peter_Ahearn	1
Thomas_Malchow	2	Mary_Sue_Coleman	1
Thomas_Malchow	1	Mary_Sue_Coleman	1
Thomas_Malchow	1	Mary_Sue_Coleman	1
Brian_Meadors	1	Horacio_Julio_Pina	1
Brian_Meadors	1	Horacio_Julio_Pina	1
Brian_Meadors	1	Horacio_Julio_Pina	1
Gregory_Geoffroy	1	Carson_Palmer	2
Gregory_Geoffroy	2	Carson_Palmer	3
Gregory_Geoffroy	1	Carson_Palmer	2
Carin_Koch	1	Darla_Moore	1
Carin_Koch	1	Darla_Moore	1
Carin_Koch	1	Darla_Moore	1
Linn_Thornton	1	Malcolm_Glazer	1
Linn_Thornton	1	Malcolm_Glazer	1
Linn_Thornton	1	Malcolm_Glazer	1
Kim_Su_Nam	1	Daniell_Sunjata	1
Kim_Su_Nam	1	Daniell_Sunjata	1
Kim_Su_Nam	1	Daniell_Sunjata	1
Nong_Duc_Manh	1	Milton_Wynants	1
Nong_Duc_Manh	1	Milton_Wynants	1
Nong_Duc_Manh	1	Milton_Wynants	1
Robert_Woody_Johnson	1	Daryl_Hannah	2
Robert_Woody_Johnson	1	Daryl_Hannah	1
Robert_Woody_Johnson	1	Daryl_Hannah	1
Perry_Gibbs	1	Julian_Fantino	1
Perry_Gibbs	1	Julian_Fantino	1
Perry_Gibbs	1	Julian_Fantino	1
Saoud_Al_Faisal	1	Enrique_Haroldo_Gorriaran_Merlo	1
Saoud_Al_Faisal	1	Enrique_Haroldo_Gorriaran_Merlo	1
Saoud_Al_Faisal	1	Enrique_Haroldo_Gorriaran_Merlo	1
Tony_Cummo	1	Gene_Sauers	1
Tony_Cummo	1	Gene_Sauers	1
Tony_Cummo	1	Gene_Sauers	1
Guillermo_Monroy	1	Marc_Bulger	1
Guillermo_Monroy	1	Marc_Bulger	1
Guillermo_Monroy	1	Marc_Bulger	1
Yoon_Jin-Sik	1	Shafal_Mosed	1
Yoon_Jin-Sik	1	Shafal_Mosed	1
Yoon_Jin-Sik	1	Shafal_Mosed	1
Kim_Dong-tae	1	Brandon_Spann	1
Kim_Dong-tae	1	Brandon_Spann	1
Kim_Dong-tae	1	Brandon_Spann	1
Georgina_Bardach	1	John_Goold	1
Georgina_Bardach	1	John_Goold	1
Georgina_Bardach	1	John_Goold	1
Laurie_Pirtle	1	Yusuf_Misbac	1
Laurie_Pirtle	1	Yusuf_Misbac	1
Laurie_Pirtle	1	Yusuf_Misbac	1
Minnie_Driver	2	Brandon_Knight	1
Minnie_Driver	2	Brandon_Knight	1
Minnie_Driver	1	Brandon_Knight	1
John_Norquist	1	Nicholoas_DiMarzio	1
John_Norquist	1	Nicholoas_DiMarzio	1
John_Norquist	1	Nicholoas_DiMarzio	1
Roger_Grimes	1	Brian_Cook	1
Roger_Grimes	1	Brian_Cook	1
Roger_Grimes	1	Brian_Cook	1
Jean-Claude_Juncker	1	Dustin_Brown	1
Jean-Claude_Juncker	1	Dustin_Brown	1
Jean-Claude_Juncker	1	Dustin_Brown	1
Sammy_Knight	1	Marwan_Muasher	1
Sammy_Knight	1	Marwan_Muasher	1
Sammy_Knight	1	Marwan_Muasher	1
Muwafak_al-Ani	1	Toshimitsu_Motegi	1
Muwafak_al-Ani	1	Toshimitsu_Motegi	1
Muwafak_al-Ani	1	Toshimitsu_Motegi	1
Michael_Kahn	1	Jake_Brace	1
Michael_Kahn	1	Jake_Brace	1
Michael_Kahn	1	Jake_Brace	1
Todd_MacCulloch	1	Johnny_Carson	1
Todd_MacCulloch	1	Johnny_Carson	1
Todd_MacCulloch	1	Johnny_Carson	1
John_Williams	1	Vidar_Helgesen	1
John_Williams	1	Vidar_Helgesen	2
John_Williams	1	Vidar_Helgesen	2
William_Jackson	1	Adrien_Brody	6
William_Jackson	1	Adrien_Brody	11
William_Jackson	1	Adrien_Brody	5
Gabrielle_Rose	1	Jeffrey_Archer	2
Gabrielle_Rose	1	Jeffrey_Archer	1
Gabrielle_Rose	1	Jeffrey_Archer	1
Will_Ferrell	1	Nick_Rimando	1
Will_Ferrell	1	Nick_Rimando	1
Will_Ferrell	1	Nick_Rimando	1
Thaksin_Shinawatra	3	Rodrigo_Borja	1
Thaksin_Shinawatra	4	Rodrigo_Borja	1
Thaksin_Shinawatra	2	Rodrigo_Borja	1
Denzel_Washington	3	Ilie_Nastase	1
Denzel_Washington	4	Ilie_Nastase	1
Denzel_Washington	1	Ilie_Nastase	1
Daisy_Fuentes	3	Raul_Chacon	1
Daisy_Fuentes	4	Raul_Chacon	1
Daisy_Fuentes	3	Raul_Chacon	1
Bob_Graham	4	Kenenisa_Bekele	1
Bob_Graham	2	Kenenisa_Bekele	1
Bob_Graham	1	Kenenisa_Bekele	1
Gary_Dellaverson	1	Charles_Pouty	1
Gary_Dellaverson	1	Charles_Pouty	1
Gary_Dellaverson	1	Charles_Pouty	1
Clare_Latimer	1	Nong_Duc_Manh	1
Clare_Latimer	1	Nong_Duc_Manh	1
Clare_Latimer	1	Nong_Duc_Manh	1
Nicoletta_Braschi	1	Paul_Michael_Daniels	1
Nicoletta_Braschi	1	Paul_Michael_Daniels	1
Nicoletta_Braschi	1	Paul_Michael_Daniels	1
Xiang_Huaicheng	1	Whoopi_Goldberg	1
Xiang_Huaicheng	1	Whoopi_Goldberg	1
Xiang_Huaicheng	1	Whoopi_Goldberg	1
Sergio_Castellitto	1	Steve_Patterson	1
Sergio_Castellitto	1	Steve_Patterson	1
Sergio_Castellitto	1	Steve_Patterson	1
Eglis_Yaima_Cruz	1	Phil_Cullen	1
Eglis_Yaima_Cruz	1	Phil_Cullen	1
Eglis_Yaima_Cruz	1	Phil_Cullen	1
Arianna_Huffington	4	Masamori_Tokuyama	1
Arianna_Huffington	4	Masamori_Tokuyama	1
Arianna_Huffington	2	Masamori_Tokuyama	1
Howard_Stringer	1	Luther_Htu	1
Howard_Stringer	1	Luther_Htu	1
Howard_Stringer	1	Luther_Htu	1
Tom_Lantos	1	Ralf_Schumacher	1
Tom_Lantos	1	Ralf_Schumacher	5
Tom_Lantos	1	Ralf_Schumacher	6
Richard_Carl	1	AJ_Cook	1
Richard_Carl	1	AJ_Cook	1
Richard_Carl	1	AJ_Cook	1
Greg_Kinnear	1	Rudy_Tomjanovich	1
Greg_Kinnear	1	Rudy_Tomjanovich	1
Greg_Kinnear	1	Rudy_Tomjanovich	1
Fernando_Leon_de_Aranoa	1	Irv_Nathan	1
Fernando_Leon_de_Aranoa	1	Irv_Nathan	1
Fernando_Leon_de_Aranoa	1	Irv_Nathan	1
Dyab_Abou_Jahjah	1	Mireille_Jospin-Dandieu	1
Dyab_Abou_Jahjah	1	Mireille_Jospin-Dandieu	1
Dyab_Abou_Jahjah	1	Mireille_Jospin-Dandieu	1
Jim_Doyle	1	Jose_Canseco	1
Jim_Doyle	1	Jose_Canseco	1
Jim_Doyle	1	Jose_Canseco	1
Rafael_Ramirez	1	William_Burns	2
Rafael_Ramirez	1	William_Burns	2
Rafael_Ramirez	2	William_Burns	2
Bill_Duffey	1	Steffi_Graf	1
Bill_Duffey	1	Steffi_Graf	2
Bill_Duffey	1	Steffi_Graf	5
Yusaku_Miyazato	1	Paul_Martin	2
Yusaku_Miyazato	1	Paul_Martin	4
Yusaku_Miyazato	1	Paul_Martin	5
Tariq_Aziz	6	David_Howard	1
Tariq_Aziz	2	David_Howard	1
Tariq_Aziz	4	David_Howard	1
James_McPherson	1	Thalia	1
James_McPherson	1	Thalia	1
James_McPherson	1	Thalia	1
Kyoko_Nakayama	1	Audrey_Lacroix	1
Kyoko_Nakayama	1	Audrey_Lacroix	1
Kyoko_Nakayama	1	Audrey_Lacroix	1
Faisal_Iqbal	1	Brad_Russ	1
Faisal_Iqbal	1	Brad_Russ	1
Faisal_Iqbal	1	Brad_Russ	1
Todd_Reid	1	Eric_Dubin	1
Todd_Reid	1	Eric_Dubin	1
Todd_Reid	1	Eric_Dubin	1
Robin_Williams	1	Amy_Cotton	1
Robin_Williams	1	Amy_Cotton	1
Robin_Williams	1	Amy_Cotton	1
Steven_Tyler	1	Brian_Jordan	1
Steven_Tyler	1	Brian_Jordan	1
Steven_Tyler	1	Brian_Jordan	1
George_W_Bush	172	Sabah_Al-Ahmad_Al-Jaber_Al-Sabah	1
George_W_Bush	497	Sabah_Al-Ahmad_Al-Jaber_Al-Sabah	1
George_W_Bush	272	Sabah_Al-Ahmad_Al-Jaber_Al-Sabah	1
Steve_Nash	3	Harvey_Fierstein	1
Steve_Nash	5	Harvey_Fierstein	1
Steve_Nash	3	Harvey_Fierstein	1
Mohammaed_Ahmad_Al_Jarallah	1	Mstislav_Rostropovich	1
Mohammaed_Ahmad_Al_Jarallah	1	Mstislav_Rostropovich	1
Mohammaed_Ahmad_Al_Jarallah	1	Mstislav_Rostropovich	1
Mohammed_Abulhasan	1	Jules_Asner	1
Mohammed_Abulhasan	1	Jules_Asner	1
Mohammed_Abulhasan	1	Jules_Asner	1
Scott_Dalton	1	Kristen_Rivera	1
Scott_Dalton	1	Kristen_Rivera	1
Scott_Dalton	1	Kristen_Rivera	1
Michael_Andretti	1	James_McGreevey	4
Michael_Andretti	1	James_McGreevey	2
Michael_Andretti	1	James_McGreevey	4
Hikmat_al-Azzawi	1	Kevin_Spacey	1
Hikmat_al-Azzawi	1	Kevin_Spacey	3
Hikmat_al-Azzawi	1	Kevin_Spacey	5
Brandon_Jones	1	San_Lan	1
Brandon_Jones	1	San_Lan	1
Brandon_Jones	1	San_Lan	1
Clint_Eastwood	6	Toni_Jennings	1
Clint_Eastwood	2	Toni_Jennings	1
Clint_Eastwood	2	Toni_Jennings	1
Zafarullah_Khan_Jamali	2	Stephen_Oake	1
Zafarullah_Khan_Jamali	2	Stephen_Oake	1
Zafarullah_Khan_Jamali	2	Stephen_Oake	1
Bob_Goldman	1	Abel_Aguilar	1
Bob_Goldman	1	Abel_Aguilar	1
Bob_Goldman	1	Abel_Aguilar	1
Cindy_Zagorski	1	Ian_Huntley	1
Cindy_Zagorski	1	Ian_Huntley	1
Cindy_Zagorski	1	Ian_Huntley	1
Pauley_Perrette	1	Giuseppe_Gibilisco	1
Pauley_Perrette	1	Giuseppe_Gibilisco	2
Pauley_Perrette	1	Giuseppe_Gibilisco	2
Jim_Fassel	1	Brad_Smith	1
Jim_Fassel	1	Brad_Smith	1
Jim_Fassel	1	Brad_Smith	1
Betty_Garrison	1	Debbie_Allen	1
Betty_Garrison	1	Debbie_Allen	1
Betty_Garrison	1	Debbie_Allen	1
Tippi_Hedren	1	Larry_Lindsey	1
Tippi_Hedren	2	Larry_Lindsey	1
Tippi_Hedren	2	Larry_Lindsey	2
Lazaro_Castro	1	Anne_McLellan	2
Lazaro_Castro	1	Anne_McLellan	1
Lazaro_Castro	1	Anne_McLellan	1
Bruno_Junquiera	1	Vicki_Zhao_Wei	2
Bruno_Junquiera	1	Vicki_Zhao_Wei	1
Bruno_Junquiera	1	Vicki_Zhao_Wei	1
Atal_Bihari_Vajpayee	19	Jim_Ryan	1
Atal_Bihari_Vajpayee	22	Jim_Ryan	1
Atal_Bihari_Vajpayee	7	Jim_Ryan	1
Andrzej_Tyszkiewicz	1	Nick_Price	1
Andrzej_Tyszkiewicz	1	Nick_Price	1
Andrzej_Tyszkiewicz	1	Nick_Price	1
Richard_Greenberg	1	Javier_Solana	10
Richard_Greenberg	1	Javier_Solana	8
Richard_Greenberg	1	Javier_Solana	6
George_Bovell	1	Mohammad_Hasanein	1
George_Bovell	1	Mohammad_Hasanein	1
George_Bovell	1	Mohammad_Hasanein	1
Arantxa_Sanchez-Vicario	2	Du_Qinglin	1
Arantxa_Sanchez-Vicario	2	Du_Qinglin	1
Arantxa_Sanchez-Vicario	1	Du_Qinglin	1
Sergey_Lavrov	1	Duane_Lee_Chapman	2
Sergey_Lavrov	10	Duane_Lee_Chapman	2
Sergey_Lavrov	5	Duane_Lee_Chapman	2
Courtney_Love	2	Brenda_van_Dam	1
Courtney_Love	2	Brenda_van_Dam	1
Courtney_Love	2	Brenda_van_Dam	1
James_Gandolfini	2	John_Malkovich	3
James_Gandolfini	1	John_Malkovich	2
James_Gandolfini	3	John_Malkovich	1
David_Duval	1	Marina_Kuptsova	1
David_Duval	1	Marina_Kuptsova	1
David_Duval	1	Marina_Kuptsova	1
Kellie_Coffey	1	Bill_Elliott	1
Kellie_Coffey	1	Bill_Elliott	1
Kellie_Coffey	1	Bill_Elliott	1
Irina_Framtsova	1	Peter_Hartz	1
Irina_Framtsova	1	Peter_Hartz	1
Irina_Framtsova	1	Peter_Hartz	1
Jacques_Rogge	3	Tom_Miller	1
Jacques_Rogge	1	Tom_Miller	1
Jacques_Rogge	10	Tom_Miller	1
Terrence_Kiel	1	Juergen_Peters	1
Terrence_Kiel	1	Juergen_Peters	2
Terrence_Kiel	1	Juergen_Peters	1
Eduard_Limonov	1	Rosny_Desroches	1
Eduard_Limonov	1	Rosny_Desroches	1
Eduard_Limonov	1	Rosny_Desroches	1
Irwan_Fadzi_Idris	1	Brawley_King	1
Irwan_Fadzi_Idris	1	Brawley_King	1
Irwan_Fadzi_Idris	1	Brawley_King	1
Andy_Griggs	1	Jim_Ryan	1
Andy_Griggs	1	Jim_Ryan	1
Andy_Griggs	1	Jim_Ryan	1
Heath_Ledger	3	Penelope_Ann_Miller	1
Heath_Ledger	2	Penelope_Ann_Miller	2
Heath_Ledger	1	Penelope_Ann_Miller	2
